config,workload,ramulator.normalized_ipc,nrh
REGA500,bfs_cm2003,0.9975999250988705,500
REGA250,bfs_cm2003,0.8862488554670592,250
REGA125,bfs_cm2003,0.5952568604189279,125
PARA1000,bfs_cm2003,0.771118126280481,1000
PARA500,bfs_cm2003,0.6321028661756052,500
PARA250,bfs_cm2003,0.4470474470659716,250
PARA125,bfs_cm2003,0.2332279854777291,125
Baseline0,523.xalancbmk,1.0,0
CoMeT125,523.xalancbmk,1.0,125
CoMeT250,523.xalancbmk,1.0,250
CoMeT500,523.xalancbmk,1.0,500
CoMeT1000,523.xalancbmk,1.0,1000
Graphene1000,523.xalancbmk,1.0,1000
Graphene500,523.xalancbmk,1.0,500
Graphene250,523.xalancbmk,1.0,250
Graphene125,523.xalancbmk,1.0,125
Hydra1000,523.xalancbmk,1.0,1000
Hydra500,523.xalancbmk,1.0,500
Hydra250,523.xalancbmk,1.0,250
Hydra125,523.xalancbmk,1.0,125
REGA1000,523.xalancbmk,1.0,1000
REGA500,523.xalancbmk,1.0000005116848498,500
REGA250,523.xalancbmk,0.9998589411497069,250
REGA125,523.xalancbmk,0.9980212186582127,125
PARA1000,523.xalancbmk,0.9971300346008131,1000
PARA500,523.xalancbmk,0.9952606126845953,500
PARA250,523.xalancbmk,0.9920971204466869,250
PARA125,523.xalancbmk,0.9774707269711991,125
Baseline0,bfs_ny,1.0,0
CoMeT125,bfs_ny,0.8125364419443477,125
CoMeT250,bfs_ny,0.8722106011268512,250
CoMeT500,bfs_ny,0.9152985825422787,500
CoMeT1000,bfs_ny,0.9915309033899385,1000
Graphene1000,bfs_ny,1.0,1000
Graphene500,bfs_ny,0.9761045100421071,500
Graphene250,bfs_ny,0.9521448322168627,250
Graphene125,bfs_ny,0.8885117269799218,125
Hydra1000,bfs_ny,0.9182151354388388,1000
Hydra500,bfs_ny,0.8981140235533104,500
Hydra250,bfs_ny,0.8845659718777386,250
Hydra125,bfs_ny,0.8457143482561645,125
REGA1000,bfs_ny,1.0,1000
REGA500,bfs_ny,0.9975827171024628,500
REGA250,bfs_ny,0.886386421063166,250
REGA125,bfs_ny,0.5953359948064735,125
PARA1000,bfs_ny,0.7711835553170563,1000
PARA500,bfs_ny,0.6321877666865618,500
PARA250,bfs_ny,0.447085782824306,250
PARA125,bfs_ny,0.23313304458925418,125
Baseline0,h264_decode,1.0,0
CoMeT125,h264_decode,0.804860317736469,125
CoMeT250,h264_decode,0.8910181879081346,250
CoMeT500,h264_decode,0.9443295113999844,500
CoMeT1000,h264_decode,0.9735123645867985,1000
Graphene1000,h264_decode,0.9802077987851403,1000
Graphene500,h264_decode,0.9583404157638099,500
Graphene250,h264_decode,0.9156434349749919,250
Graphene125,h264_decode,0.8428828187008127,125
Hydra1000,h264_decode,0.9858920146022498,1000
Hydra500,h264_decode,0.9700597375298834,500
Hydra250,h264_decode,0.9398958965483856,250
Hydra125,h264_decode,0.8857770912567889,125
REGA1000,h264_decode,1.0,1000
REGA500,h264_decode,1.0016298632069314,500
REGA250,h264_decode,0.9043634518235671,250
REGA125,h264_decode,0.6153121433211628,125
PARA1000,h264_decode,0.7864274903499381,1000
PARA500,h264_decode,0.651803709235626,500
PARA250,h264_decode,0.46776207309442697,250
PARA125,h264_decode,0.24779239782521284,125
Baseline0,ycsb_abgsave,1.0,0
CoMeT125,ycsb_abgsave,1.0,125
CoMeT250,ycsb_abgsave,1.0,250
CoMeT500,ycsb_abgsave,1.0,500
CoMeT1000,ycsb_abgsave,1.0,1000
Graphene1000,ycsb_abgsave,1.0,1000
Graphene500,ycsb_abgsave,1.0,500
Graphene250,ycsb_abgsave,1.0,250
Graphene125,ycsb_abgsave,1.0,125
Hydra1000,ycsb_abgsave,1.0,1000
Hydra500,ycsb_abgsave,1.0,500
Hydra250,ycsb_abgsave,1.0,250
Hydra125,ycsb_abgsave,1.0,125
REGA1000,ycsb_abgsave,1.0,1000
REGA500,ycsb_abgsave,0.9995781793050023,500
REGA250,ycsb_abgsave,0.9968326160392053,250
REGA125,ycsb_abgsave,0.9890577976913348,125
PARA1000,ycsb_abgsave,0.9936940798704743,1000
PARA500,ycsb_abgsave,0.9863916605029214,500
PARA250,ycsb_abgsave,0.9730004821506094,250
PARA125,ycsb_abgsave,0.9332474440221793,125
Baseline0,tpch17,1.0,0
CoMeT125,tpch17,0.9476419601567007,125
CoMeT250,tpch17,0.981611688940665,250
CoMeT500,tpch17,0.9942331321791101,500
CoMeT1000,tpch17,0.9995724642005571,1000
Graphene1000,tpch17,1.0,1000
Graphene500,tpch17,0.9973601012794644,500
Graphene250,tpch17,0.9878056652048811,250
Graphene125,tpch17,0.9700479909826741,125
Hydra1000,tpch17,0.9954477919750924,1000
Hydra500,tpch17,0.9701973186829241,500
Hydra250,tpch17,0.9538573643147299,250
Hydra125,tpch17,0.9323496336769208,125
REGA1000,tpch17,1.0,1000
REGA500,tpch17,0.9903123694507141,500
REGA250,tpch17,0.9484143020904502,250
REGA125,tpch17,0.843488014026769,125
PARA1000,tpch17,0.941213377048368,1000
PARA500,tpch17,0.8853217400209604,500
PARA250,tpch17,0.777817598931375,250
PARA125,tpch17,0.5720974708785359,125
Baseline0,401.bzip2,1.0,0
CoMeT125,401.bzip2,1.0,125
CoMeT250,401.bzip2,1.0,250
CoMeT500,401.bzip2,1.0,500
CoMeT1000,401.bzip2,1.0,1000
Graphene1000,401.bzip2,1.0,1000
Graphene500,401.bzip2,1.0,500
Graphene250,401.bzip2,1.0,250
Graphene125,401.bzip2,1.0,125
Hydra1000,401.bzip2,1.0,1000
Hydra500,401.bzip2,1.0,500
Hydra250,401.bzip2,1.0,250
Hydra125,401.bzip2,1.0,125
REGA1000,401.bzip2,1.0,1000
REGA500,401.bzip2,1.0000010145017866,500
REGA250,401.bzip2,0.9999957575602858,250
REGA125,401.bzip2,0.9996942676361936,125
PARA1000,401.bzip2,0.999691686856076,1000
PARA500,401.bzip2,0.9991168737596473,500
PARA250,401.bzip2,0.998279604755811,250
PARA125,401.bzip2,0.9960908833247732,125
Baseline0,557.xz,1.0,0
CoMeT125,557.xz,0.9929235687334991,125
CoMeT250,557.xz,0.9996042198134232,250
CoMeT500,557.xz,1.0,500
CoMeT1000,557.xz,1.0,1000
Graphene1000,557.xz,1.0,1000
Graphene500,557.xz,1.0,500
Graphene250,557.xz,1.0,250
Graphene125,557.xz,0.9950579483556928,125
Hydra1000,557.xz,1.0,1000
Hydra500,557.xz,0.9994685596394738,500
Hydra250,557.xz,0.9883623487357756,250
Hydra125,557.xz,0.9496069980441698,125
REGA1000,557.xz,1.0,1000
REGA500,557.xz,0.9889522224770726,500
REGA250,557.xz,0.9515084748928795,250
REGA125,557.xz,0.861724665208428,125
PARA1000,557.xz,0.9682797967070976,1000
PARA500,557.xz,0.9360462980185968,500
PARA250,557.xz,0.8679607206333892,250
PARA125,557.xz,0.7120784562969286,125
Baseline0,GeoMean,1.0,0
CoMeT1000,GeoMean,0.9980962098580229,1000
CoMeT125,GeoMean,0.9598583288113162,125
CoMeT250,GeoMean,0.9813122431167249,250
CoMeT500,GeoMean,0.9913566616665903,500
Graphene1000,GeoMean,0.998991330867352,1000
Graphene125,GeoMean,0.9769581108983055,125
Graphene250,GeoMean,0.9901976739434055,250
Graphene500,GeoMean,0.9959239840782375,500
Hydra1000,GeoMean,0.9914403903201989,1000
Hydra125,GeoMean,0.9433539001354494,125
Hydra250,GeoMean,0.9685873451203312,250
Hydra500,GeoMean,0.9840238160028554,500
PARA1000,GeoMean,0.9543573037133872,1000
PARA125,GeoMean,0.6971219968360639,125
PARA250,GeoMean,0.8409350677379305,250
PARA500,GeoMean,0.9145840291431382,500
REGA1000,GeoMean,1.0,1000
REGA125,GeoMean,0.858401167894915,125
REGA250,GeoMean,0.9504546532698352,250
REGA500,GeoMean,0.9902396613954443,500
