config,workload,ramulator.normalized_ipc,nrh
CoMeT250,tpch2,0.9593168518710041,250
CoMeT500,tpch2,0.9913257764702902,500
CoMeT1000,tpch2,1.0,1000
Baseline0,435.gromacs,1.0,0
CoMeT125,435.gromacs,1.0,125
CoMeT250,435.gromacs,1.0,250
CoMeT500,435.gromacs,1.0,500
CoMeT1000,435.gromacs,1.0,1000
Baseline0,510.parest,1.0,0
CoMeT125,510.parest,1.0,125
CoMeT250,510.parest,1.0,250
CoMeT500,510.parest,1.0,500
CoMeT1000,510.parest,1.0,1000
Baseline0,bfs_cm2003,1.0,0
CoMeT125,bfs_cm2003,0.8129683732250439,125
CoMeT250,bfs_cm2003,0.872019998432527,250
CoMeT500,bfs_cm2003,0.9149917336850095,500
CoMeT1000,bfs_cm2003,0.9916102970452401,1000
Baseline0,544.nab,1.0,0
CoMeT125,544.nab,1.0,125
CoMeT250,544.nab,1.0,250
CoMeT500,544.nab,1.0,500
CoMeT1000,544.nab,1.0,1000
Baseline0,500.perlbench,1.0,0
CoMeT125,500.perlbench,0.9993972720880673,125
CoMeT250,500.perlbench,1.0,250
CoMeT500,500.perlbench,1.0,500
CoMeT1000,500.perlbench,1.0,1000
Baseline0,482.sphinx3,1.0,0
CoMeT125,482.sphinx3,0.9963347111843192,125
CoMeT250,482.sphinx3,0.9989977039925627,250
CoMeT500,482.sphinx3,1.0,500
CoMeT1000,482.sphinx3,1.0,1000
Baseline0,ycsb_abgsave,1.0,0
CoMeT125,ycsb_abgsave,1.0,125
CoMeT250,ycsb_abgsave,1.0,250
CoMeT500,ycsb_abgsave,1.0,500
CoMeT1000,ycsb_abgsave,1.0,1000
Baseline0,502.gcc,1.0,0
CoMeT125,502.gcc,1.0,125
CoMeT250,502.gcc,1.0,250
CoMeT500,502.gcc,1.0,500
CoMeT1000,502.gcc,1.0,1000
Baseline0,433.milc,1.0,0
CoMeT125,433.milc,0.9490416030000249,125
CoMeT250,433.milc,0.9795860793119219,250
CoMeT500,433.milc,0.9961384694674167,500
CoMeT1000,433.milc,0.9998369448844818,1000
Baseline0,ycsb_cserver,1.0,0
CoMeT125,ycsb_cserver,1.0,125
CoMeT250,ycsb_cserver,1.0,250
CoMeT500,ycsb_cserver,1.0,500
CoMeT1000,ycsb_cserver,1.0,1000
Baseline0,ycsb_eserver,1.0,0
CoMeT125,ycsb_eserver,0.9856249927732249,125
CoMeT250,ycsb_eserver,0.9987576297510882,250
CoMeT500,ycsb_eserver,1.0,500
CoMeT1000,ycsb_eserver,1.0,1000
Baseline0,526.blender,1.0,0
CoMeT125,526.blender,1.0,125
CoMeT250,526.blender,1.0,250
CoMeT500,526.blender,1.0,500
CoMeT1000,526.blender,1.0,1000
Baseline0,450.soplex,1.0,0
CoMeT125,450.soplex,0.9410648627231849,125
CoMeT250,450.soplex,0.9709046738029711,250
CoMeT500,450.soplex,0.9864780296026698,500
CoMeT1000,450.soplex,0.994229698165716,1000
Baseline0,519.lbm,1.0,0
CoMeT125,519.lbm,0.888971441978847,125
CoMeT250,519.lbm,0.9413391787325189,250
CoMeT500,519.lbm,0.9709081970538191,500
CoMeT1000,519.lbm,0.9893098445419413,1000
Baseline0,ycsb_aserver,1.0,0
CoMeT125,ycsb_aserver,0.9997097508423087,125
CoMeT250,ycsb_aserver,1.0,250
CoMeT500,ycsb_aserver,1.0,500
CoMeT1000,ycsb_aserver,1.0,1000
Baseline0,403.gcc,1.0,0
CoMeT125,403.gcc,1.0,125
CoMeT250,403.gcc,1.0,250
CoMeT500,403.gcc,1.0,500
CoMeT1000,403.gcc,1.0,1000
Baseline0,bfs_ny,1.0,0
CoMeT125,bfs_ny,0.8125364419443477,125
CoMeT250,bfs_ny,0.8722106011268512,250
CoMeT500,bfs_ny,0.9152985825422787,500
CoMeT1000,bfs_ny,0.9915309033899385,1000
Baseline0,jp2_decode,1.0,0
CoMeT125,jp2_decode,0.9710240734848703,125
CoMeT250,jp2_decode,0.9853102764584466,250
CoMeT500,jp2_decode,0.994259029800623,500
CoMeT1000,jp2_decode,0.997252103395951,1000
Baseline0,434.zeusmp,1.0,0
CoMeT125,434.zeusmp,0.9282292192033417,125
CoMeT250,434.zeusmp,0.967109475198503,250
CoMeT500,434.zeusmp,0.9940082631482885,500
CoMeT1000,434.zeusmp,0.9998525327213015,1000
Baseline0,h264_decode,1.0,0
CoMeT125,h264_decode,0.804860317736469,125
CoMeT250,h264_decode,0.8910181879081346,250
CoMeT500,h264_decode,0.9443295113999844,500
CoMeT1000,h264_decode,0.9735123645867985,1000
Baseline0,481.wrf,1.0,0
CoMeT125,481.wrf,1.0,125
CoMeT250,481.wrf,1.0,250
CoMeT500,481.wrf,1.0,500
CoMeT1000,481.wrf,1.0,1000
Baseline0,523.xalancbmk,1.0,0
CoMeT125,523.xalancbmk,1.0,125
CoMeT250,523.xalancbmk,1.0,250
CoMeT500,523.xalancbmk,1.0,500
CoMeT1000,523.xalancbmk,1.0,1000
Baseline0,ycsb_bserver,1.0,0
CoMeT125,ycsb_bserver,1.0,125
CoMeT250,ycsb_bserver,1.0,250
CoMeT500,ycsb_bserver,1.0,500
CoMeT1000,ycsb_bserver,1.0,1000
Baseline0,ycsb_dserver,1.0,0
CoMeT125,ycsb_dserver,0.9996298345344946,125
CoMeT250,ycsb_dserver,1.0,250
CoMeT500,ycsb_dserver,1.0,500
CoMeT1000,ycsb_dserver,1.0,1000
Baseline0,511.povray,1.0,0
CoMeT125,511.povray,1.0,125
CoMeT250,511.povray,1.0,250
CoMeT500,511.povray,1.0,500
CoMeT1000,511.povray,1.0,1000
Baseline0,541.leela,1.0,0
CoMeT125,541.leela,1.0,125
CoMeT250,541.leela,1.0,250
CoMeT500,541.leela,1.0,500
CoMeT1000,541.leela,1.0,1000
Baseline0,wc_map0,1.0,0
CoMeT125,wc_map0,0.9634786958469709,125
CoMeT250,wc_map0,0.9834341262113714,250
CoMeT500,wc_map0,0.9942357879458465,500
CoMeT1000,wc_map0,0.9994647066676609,1000
Baseline0,525.x264,1.0,0
CoMeT125,525.x264,1.0,125
CoMeT250,525.x264,1.0,250
CoMeT500,525.x264,1.0,500
CoMeT1000,525.x264,1.0,1000
Baseline0,470.lbm,1.0,0
CoMeT125,470.lbm,0.8552260452399533,125
CoMeT250,470.lbm,0.9216581890388491,250
CoMeT500,470.lbm,0.9599198084533977,500
CoMeT1000,470.lbm,0.9857229095890649,1000
Baseline0,tpch6,1.0,0
CoMeT125,tpch6,0.9930260247862227,125
CoMeT250,tpch6,0.9977768949574165,250
CoMeT500,tpch6,0.9998552117865183,500
CoMeT1000,tpch6,1.0,1000
Baseline0,520.omnetpp,1.0,0
CoMeT125,520.omnetpp,0.8017873159800375,125
CoMeT250,520.omnetpp,0.9944906144113536,250
CoMeT500,520.omnetpp,0.9999664134491199,500
CoMeT1000,520.omnetpp,1.0,1000
Baseline0,401.bzip2,1.0,0
CoMeT125,401.bzip2,1.0,125
CoMeT250,401.bzip2,1.0,250
CoMeT500,401.bzip2,1.0,500
CoMeT1000,401.bzip2,1.0,1000
Baseline0,459.GemsFDTD,1.0,0
CoMeT125,459.GemsFDTD,0.9280300073013278,125
CoMeT250,459.GemsFDTD,0.9632952352031404,250
CoMeT500,459.GemsFDTD,0.998847364393487,500
CoMeT1000,459.GemsFDTD,1.0,1000
Baseline0,436.cactusADM,1.0,0
CoMeT125,436.cactusADM,0.9688259127002181,125
CoMeT250,436.cactusADM,0.9864903958045996,250
CoMeT500,436.cactusADM,0.9972901492885994,500
CoMeT1000,436.cactusADM,1.0,1000
Baseline0,473.astar,1.0,0
CoMeT125,473.astar,0.9111678966594361,125
CoMeT250,473.astar,0.9980264329746511,250
CoMeT500,473.astar,1.0,500
CoMeT1000,473.astar,1.0,1000
Baseline0,bfs_dblp,1.0,0
CoMeT125,bfs_dblp,0.8133509695820618,125
CoMeT250,bfs_dblp,0.8716859891132677,250
CoMeT500,bfs_dblp,0.9158648996764733,500
CoMeT1000,bfs_dblp,0.9917529568655907,1000
Baseline0,538.imagick,1.0,0
CoMeT125,538.imagick,1.0,125
CoMeT250,538.imagick,1.0,250
CoMeT500,538.imagick,1.0,500
CoMeT1000,538.imagick,1.0,1000
Baseline0,531.deepsjeng,1.0,0
CoMeT125,531.deepsjeng,1.0,125
CoMeT250,531.deepsjeng,1.0,250
CoMeT500,531.deepsjeng,1.0,500
CoMeT1000,531.deepsjeng,1.0,1000
Baseline0,429.mcf,1.0,0
CoMeT125,429.mcf,0.8544931583493254,125
CoMeT250,429.mcf,0.9204962242105927,250
CoMeT500,429.mcf,0.9587990355147733,500
CoMeT1000,429.mcf,0.9797457213164935,1000
Baseline0,507.cactuBSSN,1.0,0
CoMeT125,507.cactuBSSN,0.998727074020101,125
CoMeT250,507.cactuBSSN,1.0,250
CoMeT500,507.cactuBSSN,1.0,500
CoMeT1000,507.cactuBSSN,1.0,1000
Baseline0,GeoMean,1.0,0
CoMeT1000,GeoMean,0.9980962098580229,1000
CoMeT125,GeoMean,0.9598583288113162,125
CoMeT250,GeoMean,0.9813122431167249,250
CoMeT500,GeoMean,0.9913566616665903,500
